permyear,apn,address,projname,hcategory,tenure,vlowdr,lowdr,amodtot,totalunit,geometry,vlowtot,lowtot,hsngsite
2017,16061026,3912  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3914  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3916  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3918  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3920  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,18933032,1701 W EL CAMINO REAL,1701-1707 W EL CAMINO REAL,5 or More Units Per Structure,,49,17,0,66,POINT (-122.093682779337 37.3902525433203),49.0,17.0,Y
2017,19740027,340  ALEXANDER CT,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.070070367653 37.3737962466995),0.0,0.0,Y
2017,19740027,2002  SUN-MOR AV,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.070176671116 37.372569298934),0.0,0.0,N
2017,19740027,2000  SUN-MOR AV,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.070176419306 37.3725793722403),0.0,0.0,N
2017,16061026,330  CIRCUIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.054059999869 37.3911599997343),0.0,0.0,Y
2017,16061026,334  CIRCUIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.054119999938 37.3910799996423),0.0,0.0,Y
2017,15014044,1837  DREW AV,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.086561707257 37.4076979961657),0.0,0.0,N
2017,16061026,338  CIRCUIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.054119999938 37.3910799996423),0.0,0.0,Y
2017,16061026,342  CIRCUIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.054119999938 37.3910799996423),0.0,0.0,Y
2017,16061026,346  CIRCUIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.054119999938 37.3910799996423),0.0,0.0,Y
2017,16061026,350  CIRCUIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053700000355 37.3913199999181),0.0,0.0,Y
2017,16061026,3905  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3907  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3909  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3911  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3913  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3915  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
2017,16061026,3122  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3120  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3118  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3116  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3114  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3112  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3110  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3108  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3106  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3102  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3100  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3901  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3903  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3905  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3907  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3909  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3911  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3913  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3915  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3917  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3919  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3921  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3923  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3925  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3927  PYRAMID WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,101  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055410000071 37.3916299998247),0.0,0.0,Y
2017,16061026,103  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055410000071 37.3916299998247),0.0,0.0,Y
2017,16061026,105  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055410000071 37.3916299998247),0.0,0.0,Y
2017,16061026,107  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055410000071 37.3916299998247),0.0,0.0,Y
2017,16061026,109  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.054260000099 37.3923499997528),0.0,0.0,Y
2017,16061026,3200  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3202  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3206  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,19740027,419  MARTENS AV,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.07157148004 37.373921534851),0.0,0.0,N
2017,19740027,310  ALEXANDER CT,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.067069749969 37.3500450003765),0.0,0.0,N
2017,19740027,320  ALEXANDER CT,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.067069749969 37.3500450003765),0.0,0.0,N
2017,19740027,330  ALEXANDER CT,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.067069749969 37.3500450003765),0.0,0.0,N
2017,19740027,350  ALEXANDER CT,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.067069749969 37.3500450003765),0.0,0.0,N
2017,19740027,2010  SUN-MOR AV,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.070177679256 37.3725290048098),0.0,0.0,N
2017,19740027,2008  SUN-MOR AV,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.070177427446 37.372539078116),0.0,0.0,N
2017,15002006,2075  SAN LUIS AV,2025 SAN LUIS AVE,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.092829970227 37.4077791159135),0.0,0.0,N
2017,15002006,2065  SAN LUIS AV,2025 SAN LUIS AVE,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.093334070811 37.4085685776778),0.0,0.0,N
2017,15002006,2055  SAN LUIS AV,2025 SAN LUIS AVE,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.093135833252 37.4084959115571),0.0,0.0,N
2017,15002006,2035  SAN LUIS AV,2025 SAN LUIS AVE,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.092739357236 37.4083505802151),0.0,0.0,N
2017,15002006,2025  SAN LUIS AV,2025 SAN LUIS AVE,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.092504342801 37.4082987855605),0.0,0.0,N
2017,15002006,2015  SAN LUIS AV,2025 SAN LUIS AVE,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.092167183369 37.408127051922),0.0,0.0,N
2017,,300  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.09326180219 37.4073533201996),0.0,0.0,N
2017,,302  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093291588636 37.4073648513069),0.0,0.0,N
2017,,304  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093321375981 37.4073763806155),0.0,0.0,N
2017,,306  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093351164225 37.4073879117228),0.0,0.0,N
2017,,308  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.09338095067 37.4073994419308),0.0,0.0,N
2017,,312  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093440526259 37.4074225041453),0.0,0.0,N
2017,,314  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093470312705 37.4074340343532),0.0,0.0,N
2017,,316  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093513979287 37.4074823459335),0.0,0.0,N
2017,,318  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093530978272 37.4075050106478),0.0,0.0,N
2017,,320  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093539611764 37.4075920731157),0.0,0.0,N
2017,,301  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093121202182 37.4073068639207),0.0,0.0,N
2017,,303  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093096667777 37.4073005326935),0.0,0.0,N
2017,,305  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093072133372 37.407294200567),0.0,0.0,N
2017,,307  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093004355067 37.40729363939),0.0,0.0,N
2017,,309  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.092981303644 37.4073028592396),0.0,0.0,N
2017,,313  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.092912872431 37.4073515269515),0.0,0.0,N
2017,,315  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.092900105655 37.4073694000778),0.0,0.0,N
2017,,317  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.092887339779 37.4073872723048),0.0,0.0,N
2017,,319  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.092874573902 37.4074051436325),0.0,0.0,N
2017,,321  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.092861808026 37.4074230167589),0.0,0.0,N
2017,,324  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093515080057 37.4076411383279),0.0,0.0,N
2017,,326  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093502033592 37.4076666152222),0.0,0.0,N
2017,,328  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093489267715 37.407690985051),0.0,0.0,N
2017,,330  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.093476502738 37.4077153548798),0.0,0.0,N
2017,,329  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.092810736426 37.4075016795589),0.0,0.0,N
2017,,327  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.092821291769 37.4074829134058),0.0,0.0,N
2017,,325  CHEROKEE LP,2025 SAN LUIS AVE,5 or More Units Per Structure,,0,0,1,1,POINT (-122.092836276273 37.4074587621122),0.0,0.0,N
2017,14754030,2295  MORA PL,2296 MORA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.102656983633 37.4033450733165),0.0,0.0,N
2017,14754030,105  ORTEGA AV,2296 MORA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.10277579127 37.4033715331698),0.0,0.0,N
2017,14754030,107  ORTEGA AV,2296 MORA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.102782773606 37.4033593887249),0.0,0.0,N
2017,14754030,193  LARIAT WY,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.083921008148 37.3862809941726),0.0,0.0,N
2017,14754030,2287  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.102281707335 37.4032398733215),0.0,0.0,N
2017,14754030,2285  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.102446712246 37.4032604938768),0.0,0.0,N
2017,14754030,2283  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.102091732747 37.4031608220144),0.0,0.0,N
2017,14754030,2281  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.102362603152 37.40322666318),0.0,0.0,N
2017,14754030,2269  MORA PL,2296 MORA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.101803732956 37.403042848049),0.0,0.0,N
2017,14754030,2267  MORA PL,2296 MORA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.10206822267 37.4031082530435),0.0,0.0,N
2017,14754030,2265  MORA PL,2296 MORA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.102026167673 37.4030913367958),0.0,0.0,N
2017,14754030,2243  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.101563569903 37.4029052643665),0.0,0.0,N
2017,14754030,2241  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.101521515805 37.4028883481188),0.0,0.0,N
2017,14754030,2239  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.100993000427 37.4027614699659),0.0,0.0,N
2017,14754030,2237  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.101437406711 37.4028545174221),0.0,0.0,N
2017,14754030,2235  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.101019999873 37.4027625275687),0.0,0.0,N
2017,14754030,2233  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.101353297617 37.4028206849267),0.0,0.0,N
2017,14754030,130  LARIAT WY,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.083974489931 37.3862298047617),0.0,0.0,N
2017,14754030,2284  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.102395023711 37.4033889971046),0.0,0.0,N
2017,14754030,2282  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.102352968715 37.4033720808569),0.0,0.0,N
2017,14754030,2280  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.10199172274 37.4031841522269),0.0,0.0,N
2017,14754030,2278  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.102268861419 37.4033382501602),0.0,0.0,N
2017,14754030,2276  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.101802723017 37.403102178123),0.0,0.0,N
2017,14754030,2274  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.10162272281 37.4030311523658),0.0,0.0,N
2017,14754030,2272  MORA PL,2296 MORA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.102142698227 37.4032875032158),0.0,0.0,N
2017,15822021,221  HOPE ST 1,231 HOPE ST,5 or More Units Per Structure,,0,0,1,1,POINT (-122.077843966226 37.3927088697186),0.0,0.0,N
2017,15822021,223  HOPE ST 2,231 HOPE ST,5 or More Units Per Structure,,0,0,1,1,POINT (-122.078035895041 37.3930327488623),0.0,0.0,N
2017,15822021,225  HOPE ST 3,231 HOPE ST,5 or More Units Per Structure,,0,0,1,1,POINT (-122.078050475749 37.3930095976149),0.0,0.0,N
2017,15822021,227  HOPE ST 4,231 HOPE ST,5 or More Units Per Structure,,0,0,1,1,POINT (-122.078065055558 37.3929864481661),0.0,0.0,N
2017,15822021,229  HOPE ST,231 HOPE ST,5 or More Units Per Structure,,0,0,1,1,POINT (-122.078079636266 37.3929632969187),0.0,0.0,N
2017,15822021,231  HOPE ST 6,231 HOPE ST,5 or More Units Per Structure,,0,0,1,1,POINT (-122.078193378022 37.3928379368214),0.0,0.0,N
2017,15822021,233  HOPE ST 7,231 HOPE ST,5 or More Units Per Structure,,0,0,1,1,POINT (-122.078194352887 37.3928389107871),0.0,0.0,N
2017,15822021,235  HOPE ST 8,231 HOPE ST,5 or More Units Per Structure,,0,0,1,1,POINT (-122.078194352887 37.3928389107871),0.0,0.0,N
2017,15822021,237  HOPE ST 9,231 HOPE ST,5 or More Units Per Structure,,0,0,1,1,POINT (-122.0781379582 37.3928706964256),0.0,0.0,N
2017,14746059,398  ORTEGA AV,394 ORTEGA AVE,5 or More Units Per Structure,,5,0,139,144,POINT (-122.104671171837 37.4004833028622),5.0,0.0,N
2017,16061048,182  MELIA LP,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.059514024752 37.391593399216),0.0,0.0,N
2017,16061048,184  MELIA LP,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.057971474304 37.3931465382822),0.0,0.0,Y
2017,16061048,186  MELIA LP,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.057955904342 37.3931335619644),0.0,0.0,Y
2017,16061048,185  MELIA LP,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.058039868645 37.3930349153291),0.0,0.0,Y
2017,16061048,183  MELIA LP,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.058055785746 37.39304817943),0.0,0.0,Y
2017,16061048,372  PACIFIC DR,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.058964946375 37.3928244317022),0.0,0.0,N
2017,16061048,194  MELIA LP,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.05794179218 37.3929002148731),0.0,0.0,Y
2017,16061048,380  LILY CT,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.057629241796 37.3929802851121),0.0,0.0,Y
2017,16061048,386  LILY CT,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.057609518764 37.3929763964436),0.0,0.0,Y
2017,16061048,388  LILY CT,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.05760294472 37.3929750996212),0.0,0.0,Y
2017,16061048,385  LILY CT,400 PACIFIC DR,SF,,0,0,1,1,POINT (-122.057643638143 37.3928380006732),0.0,0.0,Y
2017,14750055,450  SAN ANTONIO RD,400 SAN ANTONIO,5 or More Units Per Structure,,48,0,535,583,POINT (-122.11179127175 37.4044290873326),48.0,0.0,N
2017,16016044,180  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.060916625402 37.4009937490623),0.0,0.0,Y
2017,16016044,178  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.062049999608 37.4013999998102),0.0,0.0,Y
2017,16016044,176  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.062089999654 37.4012999996953),0.0,0.0,Y
2017,16016044,182  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.0618700003 37.4012500000875),0.0,0.0,Y
2017,16016044,184  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.061830000254 37.4013500002024),0.0,0.0,Y
2017,16016044,186  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.061790000208 37.4014300002943),0.0,0.0,Y
2017,16016044,230  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.059760000124 37.4009400001809),0.0,0.0,Y
2017,16016044,231  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.059840000216 37.4005700002054),0.0,0.0,Y
2017,16016044,229  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.059949999893 37.4005900002284),0.0,0.0,Y
2017,16016044,227  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.060059999569 37.4006100002514),0.0,0.0,Y
2017,16016044,225  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.060159999684 37.4006300002744),0.0,0.0,Y
2017,16001012,605  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062421017616 37.4062794145634),0.0,0.0,N
2017,16001012,601  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062348611399 37.4061047572288),0.0,0.0,N
2017,16016044,223  ATHENA CT,450 N WHISMAN RD,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.060250000237 37.4006500002973),0.0,0.0,Y
2017,15002023,1999 MONTECITO AVE,1998 MONTECITO AVE,5 or More Units Per Structure,,1,0,16,17,POINT (-122.092648521212 37.4065488856226),1.0,0.0,N
2017,16016044,221  ATHENA CT,450 N WHISMAN RD,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.060339999891 37.4006599998592),0.0,0.0,Y
2017,19741053,194  CARMELITA DR,,SU,,0,0,1,1,POINT (-122.074462690701 37.3768866895691),0.0,0.0,N
2017,19736065,595  SLEEPER AV,,SU,,0,0,1,1,POINT (-122.072570430781 37.3712765531704),0.0,0.0,N
2017,16016044,219  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.060440000006 37.4006799998821),0.0,0.0,Y
2017,15014017,1898  SAN RAMON AV,,SU,,0,0,1,1,POINT (-122.086656545263 37.4089690736639),0.0,0.0,N
2017,16016044,217  ATHENA CT,450 N WHISMAN RD,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.060540000121 37.4006999999051),0.0,0.0,Y
2017,16016044,215  ATHENA CT,450 N WHISMAN RD,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.060629999775 37.4007199999281),0.0,0.0,Y
2017,15832006,539  MCCARTY AV A,,SU,,0,0,1,1,POINT (-122.069944386124 37.3857899103761),0.0,0.0,N
2017,16016044,211  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.060769999936 37.4007399999511),0.0,0.0,Y
2017,16016044,207  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.060959999704 37.400779999997),0.0,0.0,Y
2017,16016044,203  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.061150000372 37.400820000043),0.0,0.0,Y
2017,16016044,193  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.061429999795 37.4008499996278),0.0,0.0,Y
2017,16016044,187  ATHENA CT,450 N WHISMAN RD,SF,,0,0,1,1,POINT (-122.061619999563 37.400860000089),0.0,0.0,Y
2017,16060003,500  FERGUSON DR,500 FERGUSON,5 or More Units Per Structure,,0,0,202,202,POINT (-122.053510216423 37.3925211047653),0.0,0.0,Y
2017,16060003,550  FERGUSON DR,500 FERGUSON,5 or More Units Per Structure,,0,0,192,192,POINT (-122.051035451225 37.3933541611656),0.0,0.0,N
2017,15824065,580  HOPE ST,582 HOPE ST,"2-, 3-, and 4-Plex Units per Structure",,0,0,4,4,POINT (-122.08189353336 37.388395079969),0.0,0.0,N
2017,15824065,560  HOPE ST,582 HOPE ST,5 or More Units Per Structure,,0,0,8,8,POINT (-122.080919792414 37.3885680312897),0.0,0.0,N
2017,16001012,67  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062846562419 37.4062368451544),0.0,0.0,N
2017,16001012,69  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062845956276 37.4064795263092),0.0,0.0,N
2017,16001012,71  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062791896229 37.4064683423402),0.0,0.0,N
2017,16001012,73  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062737837082 37.4064571565726),0.0,0.0,N
2017,16001012,75  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062683777934 37.4064459717043),0.0,0.0,N
